CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
PTIROL04|PTIROL04|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 59|BOZEN|BZ|39100|02616790214||02|N||
PTRAUB02|PTRAUB03|05|HOTEL TRAUBENHEIM GMBH|FAM. JAEGER|SEGENBUHELSTRASSE, 8|DORF TIROL|BZ|39019|02616790214||02|N||
PTRAUB03|PTRAUB03|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PVINEA01|PVINEA01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
SABINA|SABINA|05|BAR SABINA|KAUFMANN EDUARD|HAUPTSTRASSE, 26|DORF TIROL|BZ|39019|02872150210||01|N||
SABINE|SABINE|05|EIS SABINE|D. RIER MAXIMILIAN|HAUPTSTRASSE, 23 G|DORF TIROL|BZ|39019|02902860218||01|N||
SCHNEEBU|SCHNEEBU|05|GARNI SCHNEEBURGHOF|WALDNER GERHARD|SEGENBUHELSTR. 26|DORF TIROL|BZ|39019|01709560211||01|N||
SCHNIT04|SCHNIT04|05|SCHNITZER EDMUND||HASLACHSTRASSE, 69|DORF TIROL|BZ|39019|02304980218||01|N||
SCHWEI03|SCHWEI03|05|PENSION SCHWEIGKOFLER|SCHWEIGKOFLER JOHANN|JAUFENSTRASSE, 23|DORF TIROL|BZ|39019|02505160214||01|N||
SEILBAHN|SEILBAHN|05|RESTAURANT SEILBAHN|PIRCHER ROBERT|HASLACHSTRASSE,64|DORF TIROL|BZ|39019|02524860216||01|N||
STANDL|STANDL|05|TIROLER STANDL|ROHRER ARMIN|HAUPTSTRASSE, 16/A|DORF TIROL|BZ|39019|02983790219||01|N||
STEINEGG|STEINEGG|05|GASTHAUS STEINEGG|PIRCHER STEFAN|MUTHOFE, 10|DORF TIROL|BZ|39019|02832390211||01|N||
SUNSHI01|SUNSHI01|05|BAR CAFE SUNSHINE|D.HOFER MANUELA|HAUPTSTRASSE, 23/C|DORF TIROL|BZ|39019|02900860210||01|N||
TENNISBA|TENNISBA|05|BAR CAFE' TENNIS|PIXNER OSKAR|RUPRECHTWEG, 22|DORF TIROL|BZ|39019|02820020218||01|N||
TURMWIES|TURMWIES|05|HOTEL TURMWIES|PRANTL PETER & CO. KG|LINGWEG, 13|DORF TIROL|BZ|39019|03020380212||01|N||
VEREINSH|VEREINSH|05|BAR VEREINSHAUS|MAHLKNECHT BARBARA|HAUPTSTRASSE, 31|TIROL|BZ|39019|02795100219||01|N||
ADLER01|ADLER01|06|CAMPING BUNGALOWS ADLER KG|DES KARLHEINZ GAMPER & CO.|LIDOSTRASSE, 14|NATURNS|BZ|39025|00487610214||01|N||
ADLER02|ADLER02|06|REST. PIZZ. ZUM ADLER|OTTL PETER & CO KG|HAUPTSTRASSSE, 4|NATURNS|BZ|39025|02740110214||01|N||
AIJOO|AIJOO|06|AIJOO EISMANUFAKTUR|KATRIN POHL|BAHNHOFSTRASSE, 47|NATURNS|BZ|39025|03147020212||01|N||
ALTERS18|ALTERS19|06|SENIORENHEIM ST. ZENO NATURNS|KONS. NATURNS-SCHNALS-PLAUS|GUSTAV FLORA STR. 10|NATURNS  100062|BZ|39025|02607440217|||N|03080|
ALTERS20|ALTERS20|06|SENIORENHEIM PARTSCHINS||WASSERFALLWEG, 9|PARTSCHINS|BZ|39020|02780480212|||N|02880|
BAUMGA02|BAUMGA02|06|KONDITOREI BAUMGARTNER|BAUMGART OHG-STECHER & CO.|HAUPTSTRASSE,43|NATURNS|BZ|39025|00469540215||01|N||
BIRKENWA|BIRKENWA|06|GASTHAUS BIRKENWALD|TAPPEINER HERBERT|WASSERFALLWEG, 40|PARTSCHINS|BZ|39020|02296370212||01|N||
BRAUGART|BRAUGART|06|BRAUGARTEN GMBH||VINSCHGERSTR. 9|ALGUND|BZ|39022|03055570216||03|N|00300|
CHRISTAN|CHRISTAN|06|CHRISTANELL JOSEF & CO.OHG||HAUPTSTRASSE,49|NATURNS|BZ|39025|01192380218||01|N||
CUTRAUN|CUTRAUN|06|RESTAURANT CUTRAUN|DES GOGELE ANDREAS & CO. KG|CUTRAUNSTR. 28|PARTSCHINS|BZ|39020|03317820219||01|N||
DIAMANT|DIAMANT|06|HOTEL DIAMANT|SANTER MANFRED & CO.KG|HERRENGASSE,1|NATURNS|BZ|39025|00523950210||01|N||
EICHENHO|EICHENHO|06|PENSION EICHENHOF|MITTERHOFER ROSA|LODNERSTRASSE, 9|PARTSCHINS|BZ|39020|00209480219||01|N||
ENNEMOSE|ENNEMOSE|06|REST. PIZZ. ENNEMOSER|DER HELGA ENNEMOSER|VINSCHGAUERSTR. 9|RABLAND/PARTSCHINS|BZ|39020|00642660211||01|N||
ERLEBNIS|ERLEBNIS|06|RESTAURANT PIZZERIA ERLEBNISBAD|DANNY LECHTHALER|FELDWEG, 5|NATURNS|BZ|39025|03131190211||01|N||
FANTAZ01|FANTAZ01|06|STREETFOOD FANTAZY NATURNS|MOUZONI LAHSEN|GERICHTSTRASSE, 5|SCHLANDERS|BZ|39028|02464350210||01|N||
FLIRI|FLIRI|06|FLIRI GREGOR||HAUPTSTRASSE, 50|NATURNS|BZ|39025|02780030215||01|N||
GAPP|GAPP|06|RESTAURANT GAPP KG|SCHONWEGER HERMANN & CO.|HAUPTSTRASSE, 31|NATURNS|BZ|39025|01070690217||01|N||
GBOTAN01|GBOTAN01|06|G.E.S. GMBH| LOWECENTER|EISACKSTRASSE, 1|VAHRN|BZ|39040|01389380211||01|N|00200|
GBOTANGO|GBOTAN01|06|HOTEL BOTANGO KG|DER TUMLER ROSMARIE & CO.|VINSCHGAUERSTRASSE, 105|TOLL / PARTSCHINS|BZ|39020|01389380211||03|N|00500|
GIGGLBER|GIGGLBER|06|GASTHAUS GIGGLBERG|PICHLER HEIDI|SONNENBERGWEG, 61|PARTSCHINS|BZ|39020|02622910210||01|N||
GOTSCH02|GOTSCH02|06|GOTSCH RANDOLD OHG||SONNENBERGWEG, 52|PARTSCHINS|BZ|39020|00739010213||01|N||
GOTSCH04|GOTSCH04|06|METZGEREI|GOTSCH ANTON & CO. KG|HAUPTSTRASSE, 73|NATURNS|BZ|39025|01192460218||01|N||
GRASWEGE|GRASWEGE|06|GRASWEGER KELLER|D. SCHONWEGER JULIAN|VERTIGENSTR. 15|PARTSCHINS|BZ|39020|03072170214||01|N||
GRILLSTU|GRILLSTU|06|M&M OHG|DES SCHONWEGER MARTIN & CO.|LAHNSTR. 4|RABLAND|BZ|39020|02945460216||01|N||
HANDER01|HANDER01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HANDERLA|HANDER01|06|KLEINFEINHOTEL ANDERLAHN|KASERER JULIAN & CO. KG|KLEINKARLSBACHERSTRASSE,5|PARTSCHINS|BZ|39020|01342330212||02|N||
HFELDH01|HFELDH01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HFELDHOF|HFELDH01|06|HOTEL FELDHOF GMBH|FAM. PERATHONER|RATHAUSSTRASSE, 4|NATURNS|BZ|39025|01342330212||03|N||
HFUNGG01|HFUNGG01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HFUNGGAS|HFUNGG01|06|HOTEL FUNGGASHOF|GEBR. PRANTNER KARL OHG|AM GRABEN, 1|NATURNS|BZ|39025|01342330212||02|N||
HHANSW01|HHANSW01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HHANSWIR|HHANSW01|06|HOTEL HANSWIRT|D. LAIMER MATTHIAS & C.|GEROLDPLATZ, 3|PARTSCHINS/RABLAND|BZ|39020|01342330212||03|N||
HKREUZ01|HKREUZ01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HKREUZWI|HKREUZ01|06|KLEINKUNSTHOTEL|CHRISTANELL HANNES|HAUPTSTRASSE, 47|NATURNS|BZ|39025|01342330212||02|N||
HLINDE|HLINDE01|06|HOTEL LINDENHOF GMBH|JOACHIM NISCHLER|KIRCHWEG, 2|NATURNS|BZ|39025|01342330212||03|N||
HLINDE01|HLINDE01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HOCHGANG|HOCHGANG|06|SCHUTZHAUS HOCHGANG|WOLF ERLACHER ANNA ELISABETH|VERTIGENSTR. 33|PARTSCHINS|BZ|39020|01561610211||01|N||
HOCHWART|HOCHWART|06|RESTAURANT HOCHWART PLAUS KG|GERSTGRASSER NORBERT|BAHNHOFSTR. 1|PLAUS|BZ|39025|01411430216||01|N||
HPREID01|HPREID01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HPREIDLH|HPREID01|06|HOTEL PREIDLHOF GMBH||SANKT ZENOSTRASSE, 13|NATURNS|BZ|39025|01342330212||03|N||
HPROKU01|HPROKU01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HPROKULU|HPROKU01|06|HOTEL PROKULUS GMBH|FAM. BRUNNER|HAUPTSTRASSE, 19|NATURNS|BZ|39012|01342330212||03|N||
HROSSL|HROSSL01|06|HOTEL GASTHOF ROSSL|DER PIRCHER EVELIN & CO. KG|VINSCHGAUERSTRASSE, 26|PARTSCHINS|BZ|39020|01342330212||03|N||
HROSSL01|HROSSL01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HSCHUL01|HSCHUL01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HSCHULER|HSCHUL01|06|SCHULERHOF GMBH|SCHULER THOMAS|GROBENWEG, 6|PLAUS|BZ|39025|01342330212||01|N||
HSONNE02|HSONNE03|06|HOTEL SONNENHOF|D. BRUNNER ANNELIESE & CO. KG|RATHAUSSTRASSE, 2|NATURNS|BZ|39025|01342330212||02|N||
HSONNE03|HSONNE03|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HSTACH01|HSTACH01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HSTACHEL|HSTACH01|06|HOTEL AN DER STACHELBURG|FAM. MAZOHL|WASSERFALLWEG, 7|PARTSCHINS|BZ|39020|01342330212||02|N||
HTYROL02|HTYROL03|06|TYROL ALPINES WELLNESSHOTEL|CBF - IMMOBILIENTREUHAND GMBH|HANS GUET STR. 40|RABLAND|BZ|39020|01342330212||02|N||
HTYROL03|HTYROL03|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HWALDH02|HWALDH03|06|HOTEL WALDHOF SRL|STROHMER ALFRED|HANS GUET STRASSE, 42|PARTSCHINS|BZ|39020|01342330212||03|N||
HWALDH03|HWALDH03|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HWEISS|HWEISS01|06|HOTEL WEISS|WEISS HANS & CO. KG|VINSCHGAUERSTRASSE, 38|PARTSCHINS/RABLAND|BZ|39020|01342330212||02|N||
HWEISS01|HWEISS01|06|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
ITIPFTL|ITIPFTL|06|ITIPFTL - WEISSES ROSSL OHG|HOFER CHRISTINA|HAUPTSTRASSE, 46|NATURNS|BZ|39025|03017720214||01|N||
KIENEGG|KIENEGG|06|GASTHAUS KIENEGG|SCHMIDER HANNES|VELLAU, 15|ALGUND|BZ|39022|02779520218||01|N||
KINDER07|KINDER07|06|KINDERGARTEN PARTSCHINS|GEMEINDE PARTSCHINS|SCHULMEISTERWEG,1|PARTSCHINS|BZ|39020|00100510213|||N|01780|
KINDER53|KINDER53|06|KINDERGARTEN RABLAND|GEMEINDE PARTSCHINS|SCHULMEISTERWEG,1|PARTSCHINS|BZ|39020|00100510213|||N|01780|
KINIGER|KINIGER|06|KINIGER FRANZ PETER||PETER MITTERHOFERPLATZ, 4|PARTSCHINS|BZ|39020|02995660210||01|N||
KOSTENWA|KOSTENWA|06|RESTAURANT KOSTENWALDELE|GAMPER JOHANN|PLARS, 36|ALGUND|BZ|39022|00206960213||01|N||
KREUZW01|KREUZW01|06|REILEC KG DES LECHTHALER DANNY & CO||GEN. VERDROSS STRASSE, 30/A|MALS IM VINSCHGAU|BZ|39024|03231930219||01|N||
KREUZWIR|KREUZW01|06|RESTAURANT PIZZERIA KREUZWIRT|REILEC KG|HAUPTSTRASSE, 47|NATURNS|BZ|39025|03231930219||01|N||
LAHN01|LAHN01|06|PENSION LAHN|DES TORGGLER THOMAS|LAHNSTRASSE, 41|PARTSCHINS|BZ|39020|03081740213||01|N||
LAMM03|LAMM03|06|HOTEL LAMM|PLATZGUMMER THOMAS & CO. KG|KOMPATSCHERSTRASSE, 18|NATURNS|BZ|39025|02458780216||01|N||
LATERNE|LATERNE|06|RESTAURANT ZUR LATERNE||SARINGERWEG, 33|RABLAND|BZ|39020|01069790218||01|N||
LAVIMEA|LAVIMEA|06|BOUTIQUE HOTEL LA VIMEA-HOSTING|KG DER CALDARELLI VALERIA & CO.|KLEEBERGSTRASSE, 7|NATURNS|BZ|39025|01147630212|1|01|N||
LINSERHO|LINSERHO|06|PENSION LINSERHOF|FAM. A. PIXNER|AM GRABEN, 5|NATURNS|BZ|39025|00138140215||01|N||
MARZONER|MARZONER|06|MARZONERALM|GERSTGRASSER JOSEF|HAUPTSTRASSE, 89|NATURNS|BZ|39025|02349060216||01|N||
MEINTHAI|MEINTHAI|06|MEIN THAI RESTAURANT ALTE POST|VENT MARKUS|RUNSTGASSE, 6|NATURNS|BZ|39025|03114630217||01|N||
MICHELS|MICHELS|06|RESTAURANT MICHELS|WALDNER MICHAEL|HAUPTSTRASSE, 47|NATURNS|BZ|39025|02731920217||01|N||
MONDSC02|MONDSC02|06|GASTHAUS MONDSCHEIN|FRATELLI QAMIL & ALTIN ZENELLI SNC|VIA ETZENRICH|LAGUNDO|BZ|39022|03291710212|1|01|N||
MONDSCHE|MONDSC02|06|GASTHAUS MONDSCHEIN|FRATELLI QAMIL & ALTIN ZENELLI SNC|STEIN, 20|NATURNO|BZ|39025|03291710212|1|01|N||
NASSER01|NASSER01|06|SCHUTZHUTTE NASEREIT|GERSTGRASSER PAUL|ZIELTAL|PARTSCHINS|BZ|39020|02335390213||01|N||
NASSEREI|NASSER01|06|NASEREITHER SCHUPF|GERTSGRASSER PAUL|ZIELTAL|PARTSCHINS|BZ|39020|02335390213||01|N||
NIGHTLIF|NIGHTLIF|06|NIGHTLIFE KG|DES GRUBER MARKUS & CO.|HAUPTSTRASSE, 121|NATURNS|BZ|39021|02446080216||01|N||
PANORA03|PANORA03|06|HOTEL PANORAMA OHG|DER THURNER INGEBORG & CO.|VINSCHGAUERSTR. 25|RABLAND|BZ|39020|01329890212||01|N|00300|
PBELVE01|PBELVE01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PBELVEDE|PBELVE01|06|HOTEL BELVEDERE GMBH|D. CHRISTOF TAPPEINER|ST. PROKULUS STRASSE, 35|NATURNS|BZ|39025|02616790214||02|N||
PCAREG01|PCAREG01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PCAREGNA|PCAREG01|06|RISTORANTE CAREGNATO OHG|D. CAREGNATO SERGIO & C.|STEIN, 24|NATURNS|BZ|39025|02616790214||02|N||
PFARME01|PFARME01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PFARMERH|PFARME01|06|FARMERHOF KG|DER RUNGG ANNALENA|GRAF-JOHANN-WEG, 15|PARTSCHINS|BZ|39020|02616790214||02|N||
PFORME01|PFORME01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PFORMERK|PFORME01|06|FORMERKELLER|FARMERHOF KG D. RUNGG WILHELM|GRAF-JOHANN-WEG, 13|PARTSCHINS|BZ|39020|02616790214||02|N||
PGARBE01|PGARBE01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGARBERS|PGARBE01|06|GARBERSTUB KG|DES KUEN J.|P. MITTERHOFER-STR. 7|PARTSCHINS|BZ|39020|02616790214||02|N||
PHAPPI01|PHAPPI01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PHAPPICH|PHAPPI01|06|GASTHOF HAPPICHL|FREI GEORG|GEROLDSTRASSE, 35|PARTSCHINS|BZ|39020|02616790214||02|N||
PHEIDI|PHEIDI01|06|APPARTHOTEL HEIDI|D. KLOTZNER JOHANN & C. OHG|TSCHIGATSTR. 2|PARTSCHINS/RABLAND|BZ|39020|02616790214||02|N||
PHEIDI01|PHEIDI01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PIZZAPOI|PIZZAPOI|06|PIZZAPOINT|MOUZONI LAHSEN|KREUZWEG, 5 BE, 5|PRAD|BZ|39026|02464350210||01|N||
PKRONE01|PKRONE01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKRONENW|PKRONE01|06|RESIDENCE KRONENWIRT|DES GAMPER SIMON|STACHELBURG, 3|PARTSCHINS|BZ|39020|02616790214||02|N||
PLAUSER|PLAUSER|06|PLAUSER SPECKLADELE|D. GOGELE MONIKA & CO. KG|BAHNHOFSTRASSE, 22|PLAUS|BZ|39025|00764520219||01|N||
PMERIN01|PMERIN01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMERINGE|PMERIN01|06|MERINGERHOF SRL||ASCHBACH, 26|ALGUND|BZ|39022|02616790214||02|N||
PNIEDE01|PNIEDE01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PNIEDERM|PNIEDE01|06|NIEDERMAIR GMBH|NIEDERMAIR NATURE RETREAT|VERTIGENSTRASSE, 8|PARTSCHINS|BZ|39020|02616790214||02|N||
PRABLA01|PRABLA01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PRABLAND|PRABLA01|06|HOTEL RABLANDERHOF OHG|D. OSELE MIRKO & CO.|HANS GUET STRASSE, 3|PARTSCHINS|BZ|39020|02616790214||02|N||
PRUNDL|PRUNDL|06|GASTHAUS BRUNNL|STECK JOHANN KG|QUADRATSTR. 23|PARTSCHINS|BZ|39020|02655520217||01|N||
PSENNE01|PSENNE02|06|GLEIS 2||BAHNHOFSTRASSE, 46|NATURNS|BZ|39025|00740950217||01|N||
PSENNE02|PSENNE02|06|BACKEREI KONDITOREI PSENNER GMBH||HAUPTSTRASSE, 63|NATURNS|BZ|39025|00740950217||01|N||
PSENNE09|PSENNE09|06|BACKEREI KONDITOREI PSENNER GMBH||HAUPTSTRASSE, 63|NATURNS|BZ|39025|00740950217||01|N||
PSONNE03|PSONNE04|06|HOTEL DIE SONNE|D. GANTHALER PHILIP & CO. KG|P. MITTERHOFER PLATZ, 8|PARTSCHINS|BZ|39020|02616790214||02|N||
PSONNE04|PSONNE04|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||01|N||
PSTEFA01|PSTEFA01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSTEFANS|PSTEFA01|06|HOTEL STEFANSHOF|MAIR WERNER KG|DORF NR. 7|PLAUS|BZ|39025|02616790214||02|N||
PTAUFE01|PTAUFE01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PTAUFENB|PTAUFE01|06|TAUFENBRUNN|D. SCHONWEGER HUBERT KG|TAUFNERGASSE, 2|PARTSCHINS|BZ|39020|02616790214||02|N||
PTYROL|PTYROL01|06|TYROL KG D. BRUNNER ALEXANDER & C.|TYROL FAMILY RETREAT|GUSTAV-FLORA STRASSE, 4|NATURNS|BZ|39025|02616790214||02|N||
PTYROL01|PTYROL01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PWALDC01|PWALDC01|06|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PWALDCAM|PWALDCAM|06|WALDCAMPING NATURNS KG|ZWISCHENBRUGGER R.|DORNSBERGERWEG, 8|NATURNS|BZ|39025|02616790214||02|N||
QUELLENH|QUELLENH|06|PENSION QUELLENHOF|TRENKWALDER MANFRED|STABEN, 65|NATURNS|BZ|39025|00728560210||01|N||
ROSSL01|ROSSL01|06|WEISSES ROSSL OHG|HOFER CHRISTINA|HAUPTSTRASSE, 57/A|NATURNS|BZ|39025|03017720214||01|N||
SALTEN|SALTEN|06|GASTHAUS SALTEN|GERSTGRASSER MARGRET|WASSERFALLSTRASSE, 37|PARTSCHINS|BZ|39020|02351360215||01|N||
SANZENO|SANZENO|06|CAFE SANZENO|GRUBER ROLAND|BAHNHOFSTRASSE|NATURNS|BZ|39025|02304770213||01|N||
SCHNALSE|SCHNALSE|06|SCHNALSERHOF KONSTNTINBAU KG|DES PUTZER HUBERT|LAUBENGASSE, 327|MERAN|BZ|39012|02298540218||01|N||
SCHNIT01|SCHNIT01|06|SCHNITZER DOMINIK||VINSCHGAUERSTRASSE, 16|RABLAND - PARTSCHINS|BZ|39020|03095500215||01|N||
SCHONB02|SCHONB02|06|HOTEL SCHONBLICK KG|DER BONAVISTA GMBH|SCHLOSSWEG, 11|NATURNS|BZ|39025|00600150213||01|N||
SCHONW02|SCHONW02|06|SCHONWEGER ALEXANDER||SCHULMEISTERWEG,3|PARTSCHINS|BZ|39020|01618760217||01|N||
SCHONWEG|SCHONWEG|06|KLEINES WEINHAUS|SCHONWEGER MARTIN|STAMPFSTRASSE, 30|PARTSCHINS|BZ|39020|02940620210||01|N||
SONNBLIC|SONNBLIC|06|GARNI SONNBLICK|DES FLIRI STEFAN|ETSCHANGERSTRASSE, 45|NATURNS|BZ|39025|02342850217||01|N||
SPOTTI01|SPOTTI01|06|TFC DES ISIDOR FINK|SPOTTI|ZIELSTRASSE 5|PARTSCHINS|BZ|39020|02875830214||01|N||
STABNER|STABNER|06|STABNER POSTLODN|ALBERT TAMARA|STABEN, 29|NATURNS|BZ|39025|03163650215||01|N||
STABNERT|STABNERT|06|STABNER TREFF KG|GUFLER FRANZISKA & CO.|STABEN, 24/A|NATURNS|BZ|39020|02811620216||01|N||
SUNNWIES|SUNNWIES|06|HOTEL SUNNWIES|FAM.ERWIN NISCHLER|KLEEBERGSTRASSE,7|NATURNS|BZ|39025|||01|N||
TENNISCA|TENNISCA|06|TENNISCAMP GH KG|DES HUBER DANIEL & CO.|GUSTAV FLORA STRASSE, 29|NATURNS|BZ|39025|02763480213||01|N||
TOURIS07|TOURIS07|06|TOURISMUSVEREIN NATURNS||RATHAUSSTRASSE, 1|NATURNS|BZ|39025|01125780211||01|N||
TSCHIRLA|TSCHIRLA|06|TSCHIRLANDERHOF|EGGER ALBER & CO. OHG|TSCHIRLAND, 75|NATURNS|BZ|39025|00589980218||01|N||
UNTERMEL|UNTERMEL|06|HOTEL UNTERMELZ|LAHNER JOSEF|RIED, 22|ALGUND|BZ|39022|01382330213||01|N||
UNTERS01|UNTERS01|06|GASTHAUS UNTERSTELL|UNTERSTELL OHG GOTSCH K. & CO|SONNENBERG 46|NATURNS|BZ|39025|02446710218||01|N||
WALLY|WALLY|06|PIZZERIA WALLY|BACHTI YUOSSEEF|VIA PRINCIPALE, 87|NATURNO|BZ|39025|02429990217|1|01|N||
WASSERFA|WASSERFA|06|GASTHAUS WASSERFALL|FISCHER ERNA IN HALLER|WASSERFALLWEG,55|PARTSCHINS|BZ|39020|00717230213||01|N||
WEINBE02|WEINBE02|06|WEINBERGHOF|VENT ROMAN|RUNSTGASSE, 6|NATURNS|BZ|39025|02872130212||01|N||
WEISSE07|WEISSE07|06|GASTHOF WEISSES KREUZ|FIEG LIDIA|TABLAND, 22|NATURNS|BZ|39025|01553180215||01|N||
WIEDENPL|WIEDENPL|06|WIEDENPLATZERKELLER|PLATZGUMMER NORBERT OHG|EICHGASSE, 15|NATURNS|BZ|39025|02259100218||03|N||
ZOLLWIES|ZOLLWIES|06|REST.ZOLLWIES OHG|MULLER HEINRICH & CO.|BAHNHOFSTRASSE, 70|NATURNS|BZ|39025|00594060212||01|N||
ZOLLWIRT|ZOLLWIRT|06|ZUM WEISSEN ROSSL-ZOLLWIRT|LADURNER MARIANNA|VINSCHGAUERSTR.101|PARTSCHINS|BZ|39020|02481610216||01|N||
ALTEPOST|ALTEPOST|07|BAR ALTE POST|CABRERA SNC|HAUPTSTRASSE, 98/C|PRAD AM STILFSERJ.|BZ|39026|02649490212||01|N||
AMTEICH|AMTEICH|07|RESTAURANT AM TEICH VGMBH||KIEFERHAINWEG, 115|PRAD AM STILFSTRJOCH|BZ|39026|03142990211||01|N||
AVINGA|AVINGA|07|GASTHOF AVINGA|CHRISTANDL HUGO|ST.JOHANNSTRASSE,78|TAUFERS|BZ|39020|01104180219||01|N||
BAYER|BAYER|07|BAYER GERLINDE|WURSTELSTAND|FALATSCHWEG, 2|GLURNS|BZ|39020|01717230211||01|N||
